estado,cidade,local,endereço,bairro,tipo_de_material,horário_seg-sex,horário_sab-dom,tipo
SP,São Paulo,Drogaraia,"Rua Vergueiro, 4999",Vila Mariana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Teodoro Sampaio, 548",Pinheiros,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Topázio, 1000",Vila Mariana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Morumbi, 8360",Santo Amaro,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Santa Cruz, 1884",Vila Mariana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Regente Leon Kaniefsky, 610",Morumbi,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Oscar Freire, 733",Cerqueira César,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Imirim, 2280",Imirim,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Regente Feijó, 639",Vila Regente Feijó,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Carlos Weber, 550",Vila Leopoldina,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Serra de Botucatu, 1658",Vila Gomes Cardim,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Doutor Altino Arantes, 340",Vila Clementino,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Prefeito Fábio Prado, 2201",Jardim Vila Mariana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Treze de Maio, 1947",Bela Vista,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Amador Bueno da Veiga, 1586",Penha de França,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Corifeu de Azevedo Marques, 950",Butantã,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Gaspar Fernandes, 416",Vila Monumento,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Ibirapuera, 3103",Ibirapuera,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Muniz de Souza, 565",Aclimação,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Paulista, 2073",Cerqueira César,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Itaberaba, 1813",Nossa Senhora do Ó,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida José Maria Whitaker, 669",Planalto Paulista,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Frei Caneca, 462",Consolação,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Praça Doutor José Augusto Cesar, 58",Santana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua São Sebastião, 866",Santo Amaro,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Washington Luis, S/N",Vila Congonhas,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Bom Pastor, 2133",Ipiranga,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Tito, 1275",Vila Romana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Correggio, 25",Vila Suzana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Ministro Laudo Ferreira de Camargo, 293",Peri Peri,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Juventus, 422",Mooca,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Alfredo Pujol, 620",Santana,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Afonso Sardinha, 13",Lapa,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Barão do Melgaço, 214",Real Parque,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Alameda Barros, 562",Santa Cecília,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Maranhão, 812",Higienópolis,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Pompeia, 918",Pompéia,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Ibituruna, 400",Parque Imperial,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Renata, S/N",Chácara Belenzinho,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua do Oratório, 1775",Alto da Mooca,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Avenida Paes de Barros, 174",Mooca,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua Emília Marengo, 428",Regente Feijó,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Praça Gentil Falcão, 180",Brooklin,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Rua dos Belgas, 67",Bela Vista,medicamentos,7h-23h,7h-23h,privado
SP,São Paulo,Drogaraia,"Alameda Barros, 584",Santa Cecília,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"R Capitao Gabriel, 396",Centro,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"R Tabajara, S/N",Vila São Jorge,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Avenida Doutor Timoteo Penteado, 2860",Vila Rosália,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Avenida Salgado Filho, 1468",Jardim Maria Helena,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Rodovia Helio Smidt, S/N",Aeroporto,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"R Mae Dos Homens, 254",Vila Progresso,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Avenida Otavio Braga De Mesquita, 1433",Vila Flórida,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Avenida Guarulhos, 1452",Vila Augusta,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Rua Engenheiro Camilo Olivetti, 295",Itapegica,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Rua Treze De Maio, 23",Vila Galvão,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Avenida Paulo Faccini, 1411",Macedo,medicamentos,7h-23h,7h-23h,privado
SP,Guarulhos,Drogaraia,"Avenida Paulo Faccini, 2375",Macedo,medicamentos,7h-23h,7h-23h,privado
SP,Santo André,Drogaraia,"Avenida Dom Pedro II, 1861",Campestre,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Av Campos Sales, 874",Centro,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Av Francisco Glicerio, 1341",Centro,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Av Julio De Mesquita, 865",Cambui,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Avenida Albino Jose Barbosa De Oliveira, 1060",Barao Geraldo,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"R Dona Joana Gusmao, 16",Guanabara,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Rua Das Camelias, 929",Chacara Primavera,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Avenida Princesa D Oeste, 1375",Jardim Proenca,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Rua Maria Monteiro, 817, Cambui",Cambui,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Avenida Brasil, 360",Vl Itapura,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Avenida Doutor Moraes Salles, 973",Centro,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Rua Paula Bueno, 1193",Taquaral,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Rua Mogi Guacu, 1504",Jardim Flamboyant,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Avenida Andrade Neves, 2116",Jardim Chapadao,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Avenida Washington Luis, 2300",Chacara Prado,medicamentos,7h-23h,7h-23h,privado
SP,Campinas,Drogaraia,"Rua General Osório, 1895",Cambui,medicamentos,7h-23h,7h-23h,privado
SP,São José dos Campos,Drogaraia,"Avenida Cidade Jardim, 2962",Bosque Eucaliptos,medicamentos,7h-23h,7h-23h,privado
SP,São José dos Campos,Drogaraia,"Avenida Doutor Nelson D'Avila, 148",Jardim São Dimas,medicamentos,7h-23h,7h-23h,privado
SP,São José dos Campos,Drogaraia,"Avenida Nove De Julho, 553",Jardim Apolo,medicamentos,7h-23h,7h-23h,privado
SP,São José dos Campos,Drogaraia,"Rua Das Arraias, 100",Parque Residencial Aquarius,medicamentos,7h-23h,7h-23h,privado
SP,São José dos Campos,Drogaraia,"Avenida São João, 2135",Jardim Colinas,medicamentos,7h-23h,7h-23h,privado
SP,São José dos Campos,Drogaraia,"Avenida Possidonio Jose Freitas, S/N",Urbanova I,medicamentos,7h-23h,7h-23h,privado
SP,São José dos Campos,Drogaraia,"Rua Alexandrino José De Souza, 170",Santana,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Campos Salles, 482",Vila Seixas,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Do Cafe, 120",Vila Tibério,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Portugal, 1720",Santa Cruz Jardim Japones Jacques,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Niterói, 863",Parque Industrial Lagoinha,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Silveira Martins, 279",Campos Elíseos,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Portugal, 1778",Santa Cruz Jardim Japones Jacques,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Caramuru, 2320",Alto da Boa Vista,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Coronel Fernando Ferreira Leite 1540, 1540",Jardim Califórnia,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Leão XIII, 1724",Ribeirânia,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Henri Nestlé, 965",Parque dos Lagos,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Heraclito Fontoura Sobral Pinto, 430",Condomínio Guaporé,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Coronel Américo Batista, 1460",Ipiranga,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida General Euclydes De Figueiredo, 1200",Quarteirão Paulista,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Chile, 1595",Jardim Irajá,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Independência, 860",Centro,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Comandante Marcondes Salgado, 1191",Centro,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Chile, 1595",Jardim Irajá,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Treze De Maio, 500",Jardim Paulista,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida Carlos Eduardo De Gasperi Consoni, 892",Jardim Botânico,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Rua Tibiriçá, 504",Centro,medicamentos,7h-23h,7h-23h,privado
SP,Ribeirão Preto,Drogaraia,"Avenida José Luiz Cristófani, 490",Jardim Nova Aliança Sul,medicamentos,7h-23h,7h-23h,privado
SP,Sorocaba,Drogaraia,"Avenida Antonio Carlos Comitre, 290",Parque Campolim,medicamentos,7h-23h,7h-23h,privado
SP,Sorocaba,Drogaraia,"Avenida Itavuvu, 2182",Jardim Maria Antonia Prado,medicamentos,7h-23h,7h-23h,privado
SP,Sorocaba,Drogaraia,"Avenida De São Francisco, 28",Jardim Santa Rosália,medicamentos,7h-23h,7h-23h,privado
SP,Sorocaba,Drogaraia,"Avenida Barao De Tatui, 920",Jardim Vergueiro,medicamentos,7h-23h,7h-23h,privado
SP,Sorocaba,Drogaraia,"Avenida Doutor Armando Pannunzio, 486",Jardim Vera Cruz,medicamentos,7h-23h,7h-23h,privado
SP,Sorocaba,Drogaraia,"Avenida Engenheiro Carlos Reinaldo Mendes, 2545",Além Ponte,medicamentos,7h-23h,7h-23h,privado
SP,Sorocaba,Drogaraia,"Rua Doutor Alvaro Soares, 44",Centro,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Avenida Doutor Alberto Andaló, 3887",Centro,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Avenida Doutor Antônio Marques Dos Santos, 380",Jardim Seyon,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Avenida Belvedere, 605",Belvedere Terra Nova,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Rua Bernardino De Campos, 3730",Centro,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Avenida Mirassolandia, 1820",Residencial Ana Célia,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Avenida Fortunato Ernesto Vetorasso, 650",Jardim Residencial Vetorasso,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Avenida Presidente J. K. De Oliveira, 3441",Jardim Moysés Miguel Haddad,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Rua Rubião Júnior, 2625",Centro,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Rua Bernardino De Campos, 3630",Centro,medicamentos,7h-23h,7h-23h,privado
SP,São José do Rio Preto,Drogaraia,"Avenida Doutor Antônio Tavares Pereira Lima, 379",Jardim Boa Vista,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Marechal Floriano Peixoto, 12",Gonzaga,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Rua Mato Grosso, 33",Boqueirão,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Epitacio Pessoa, 539",Aparecida,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Marechal Floriano Peixoto, 284",Gonzaga,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Conselheiro Nebias, 547",Boqueirão,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Rua Conselheiro Lafaiete, 5",Embaré,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Washington Luis, 478",Gonzaga,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Dr Bernardino De Campos, 613",Campo Grande,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Ana Costa, 276",Vila Mathias,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Praça Jose Domingues Martins, 15",Aparecida,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Praça Independencia, 18",Gonzaga,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Almirante Cochrane, 62",Aparecida,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Siqueira Campos, 358",Boqueirão,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av General Francisco Glicério, 339",Gonzaga,medicamentos,7h-23h,7h-23h,privado
SP,Santos,Drogaraia,"Av Dr Pedro Lessa, 2449",Embaré,medicamentos,7h-23h,7h-23h,privado
SP,Piracicaba,Drogaraia,"Avenida Independencia, 1290",Centro,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Avenida Doutor Paulo De Moraes, 1360",Paulista,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Avenida Saldanha Marinho, 1465",Centro,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Avenida Dona Francisca, 499",Vila Rezende,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Rua Antonio Lourenco Do Canto, 64",Nova America,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Avenida Independencia, 2906",Centro,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Av Limeira, 722",Areião,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Rua Corcovado, 71",Jardim Sonia,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Rua Governador Pedro De Toledo, 1244",Centro,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Avenida Dois Córregos, 1610",Piracicamirim,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Avenida Armando Cesare Dedini, 405",Norte Piracicaba,medicamentos,7h-19h,7h-19h,privado
SP,Piracicaba,Drogaraia,"Avenida Madre Maria Teodora, 1062",Jaraguá,medicamentos,7h-19h,7h-19h,privado
